num,name_pt,name_zh,cas,ec,notes
1105,Toxafeno,毒杀芬,8001-35-2,232-283-3,
1106,Cloridrato de (4-hidrazinofenil)-N- metilmetanossulfonamida,(4-肼基苯基)-N-甲基甲磺酰胺盐酸盐,81880-96-8,406-090-1,
1107,CI Solvente amarelo 14,溶剂黄14,842-07-9,212-668-2,
1108,Clozolinato,环草隆,84332-86-5,282-714-4,
1109,C10-13 cloro alcanos,C10-13氯代烷烃,85535-84-8,287-476-5,
1110,Pentaclorofenol,五氯苯酚,87-86-5,201-778-6,
1111,2,4,6-triclorofenol,2,4,6-三氯苯酚,88-06-2,201-795-9,
1112,Cloreto de dietilcarbamoíla,二乙基氨基甲酰氯,88-10-8,201-798-5,
1113,1-vinil-2-pirrolidona,1-乙烯基-2-吡咯烷酮,88-12-0,201-800-4,
1114,Miclobutanil ; 2-(4-clorofenil)-2-(1H-1,2,4-triazol-1- ilmetil)hexanonitrila,腈菌唑；2-(4-氯苯基)-2-(1H-1,2,4-三唑-1-基甲基)己腈,88671-89-0,410-400-0,
1115,Acetato de fentina,三苯基乙酸锡,900-95-8,212-984-0,
1116,2-bifenilamina,2-联苯胺,90-41-5,201-990-9,
1117,Trans-4-ciclohexil-L-prolina monohidroclorada,反式-4-环己基-L-脯氨酸单盐酸盐,90657-55-9,419-160-1,
1118,Diisocianato de 2-metil-m-fenileno,2-甲基间苯二异氰酸酯,91-08-7,202-039-0,
1119,Diisocianato de 4-metil-m-fenileno,4-甲基间苯二异氰酸酯,584-84-9,209-544-5,
1120,Diisocianato de m-tolilideno,间甲苯二异氰酸酯,26471-62-5,247-722-4,
1121,Combustíveis, aviões a jato, da extração do carvão com solvente, hidrogenados do hidrocracking,加氢裂化溶剂萃取煤航空燃料,94114-58-6,302-694-3,
1122,Combustíveis, diesel, da extração do carvão com solvente, hidrogenados do hidrocracking,加氢裂化溶剂萃取煤柴油,94114-59-7,302-695-9,
1123,Breu, se contiver > 0,005 % (p/p) de benzo [a]pireno,沥青（含苯并[a]芘>0.005% p/p）,61789-60-4,263-072-4,
1124,2-Butanona-oxima,2-丁酮肟,96-29-7,202-496-6,
1125,Hidrocarbonetos, C16-20, resíduo da destilação de destilado parafínico do hidrocracking desparafinado com solvente,C16-20烃类（加氢裂化溶剂脱蜡石蜡基馏分蒸馏残渣）,97675-88-2,307-662-2,
1126,α,α-diclorotolueno,α,α-二氯甲苯,98-87-2,202-709-2,
1127,Lã mineral, com exceção das expressamente referidas no presente anexo, [Fibras de vidro (silicatos) sintéticas com orientação aleatória e um teor ponderal de óxidos de elementos alcalinos e alcalino-terrosos (Na2O + K2O + CaO + MgO + BaO) superior a 18 %],矿物棉（本附件特别提及的除外，[随机取向的合成玻璃纤维（硅酸盐），碱金属和碱土金属氧化物（Na2O + K2O + CaO + MgO + BaO）总含量>18%]）,-,-,
1128,Produto de reação de acetofenona, formaldeído, ciclohexilamina, metanol e ácido acético,苯乙酮、甲醛、环己胺、甲醇和乙酸反应产物,-,406-230-1,
1129,Sais de 4,4'-carbonimidoilbis[N,N-dimetilanilina],4,4'-碳酰亚胺基双[N,N-二甲基苯胺]盐,-,612-097-00-2,
1130,1,2,3,4,5,6-Hexaclorociclohexanos,  com exceção dos expressamente referidos no presente anexo,1,2,3,4,5,6-六氯环己烷（本附件特别提及的除外）,-,602-042-00-0,
1131,Bis(7-acetamido-2-(4-nitro-2-oxidofenilazo)-3- sulfonato-1-naftolato) cromato(1-) de trissódio,三钠双(7-乙酰氨基-2-(4-硝基-2-氧代苯基偶氮)-3-磺酸-1-萘酚根)铬(1-),-,400-810-8,
1132,Mistura de: 4-alil-2,6-bis(2,3-epoxipropil)fenol, 4- alil-6-(3-(6-(3-(6-(3-(4-alil-2,6-bis(2,3- epoxipropil)- fenoxi)2-hidroxipropil)-4-alil-2-(2,3- epoxipropil)fenoxi)-2-hidroxipropil)-4-alil-2-(2,3- epoxipropil)-fenoxi-2-hidroxipropil-2-(2,3- epoxipropil)fenol, 4-alil-6-(3-(4-alil-2,6-bis(2,3- epoxipropil)fenoxi)-2-hidroxipropil)-2-(2,3- epoxipropil)fenoxi)fenol e 4-alil-6-(3-(6-(3-(4-alil- 2,6-bis(2,3-epoxipropil)-fenoxi)-2-hidroxipropil)-4- alil-2-(2,3-epoxi-propil)fenoxi)2-hidroxipropil)-2- (2,3-epoxipropil)fenol,混合物：4-烯丙基-2,6-双(2,3-环氧丙基)苯酚等,-,417-470-1,
1133,Óleo de raiz de costo (Saussurea lappa Clarke), quando usado como ingrediente de fragrância,云木香（Saussurea lappa Clarke）根油（用作香料成分时）,8023-88-9,-,
1134,7-etoxi-4-metilcumarina, quando usada como ingrediente de fragrância,7-乙氧基-4-甲基香豆素（用作香料成分时）,87-05-8,201-721-5,
1135,Hexahidrocumarina, quando usada como ingrediente de fragrância,六氢香豆素（用作香料成分时）,700-82-3,211-851-4,
1136,Exudacao de Myroxylon pereirae (Royle) Klotzch (bálsamo do Peru, bruto), quando usado como ingrediente de fragrância,秘鲁香膏（Myroxylon pereirae (Royle) Klotzch，粗品）（用作香料成分时）,8007-00-9,232-352-8,
1137,Nitrito de isobutilo,亚硝酸异丁酯,542-56-3,208-819-7,
1138,Isopreno,异戊二烯,78-79-5,201-143-3,
1139,1-bromopropano,1-溴丙烷,106-94-5,203-445-0,
1140,Cloropreno,氯丁二烯,126-99-8,204-818-0,
1141,1,2,3-tricloropropano,1,2,3-三氯丙烷,96-18-4,202-486-1,
1142,Éter dimetílico de etilenoglicol,乙二醇二甲醚,110-71-4,203-794-9,
1143,Dinocape,敌螨普,39300-45-3,254-408-0,
1144,Diaminotolueno, produto técnico — mistura de [4- metil-m-fenilenodiamina] (1) e [2-metil-m- fenilenodiamina ](2) metilfenilenodiamina,工业级二氨基甲苯—[4-甲基间苯二胺](1)和[2-甲基间苯二胺](2)的混合物,25376-45-8,246-910-3,
1145,Tricloreto de p-clorobenzila,对氯苄基三氯,5216-25-1,226-009-1,
1146,Éter difenílico; derivado octabromado,二苯醚；八溴衍生物,32536-52-0,251-087-9,
1147,1,2-bis(2-metoxietoxi)etano éter dimetílico de trietilenoglicol,1,2-双(2-甲氧基乙氧基)乙烷（三乙二醇二甲醚）,112-49-2,203-977-3,
1148,Tetrahidrotiopirano-3-carboxaldeído,四氢噻喃-3-甲醛,61571-06-0,407-330-8,
1149,4,4'-bis(dimetilamino)benzofenona,4,4'-双(二甲氨基)二苯甲酮,90-94-8,202-027-5,
1150,4-metilbenzenossulfonato de (S)- oxiranometanol,(S)-环氧丙基甲醇对甲苯磺酸酯,70987-78-9,417-210-7,
1151,Ácido 1,2-benzenodicarboxílico, éster dipentílico, ramificado e linear [1]; ftalato de n-pentil- isopentila [2]; ftalato de di-n-pentila [3]; ftalato de di-isopentila [4],1,2-苯二甲酸二戊酯（支链和直链[1]；邻苯二甲酸正戊基异戊酯[2]；邻苯二甲酸二正戊酯[3]；邻苯二甲酸二异戊酯[4]）,84777-06-0 [1] / - / 131-18-0 -,-,
1152,Ftalato de butilbenzila em produtos infantis. Em produtos para uso adulto em concentração maior ou igual a 1%.,邻苯二甲酸丁苄酯（儿童产品中禁用。成人产品中浓度≥1%时可用）,85-68-7,201-622-7,
1153,Ácido 1,2-benzenodicarboxílico, ésteres dialquílicos, C 7-11, ramificados e lineares,1,2-苯二甲酸二烷基酯（C7-11，支链和直链）,68515-42-4,271-084-6,
1154,Mistura de: 4-(3-etoxicarbonil-4-(5-(3- etoxicarbonil-5-hidroxi-1-(4-sulfonatofenil)pirazol- 4-il)penta-2,4-dienilideno)-4,5-dihidro-5- oxopirazol-1-il)benzenossulfonato dissódico e 4- (3-etoxicarbonil-4-(5-(3-etoxicarbonil-5-oxido-1- (4-sulfonatofenil)pirazol-4-il)penta-2,4- dienilideno)-4,5-dihidro-5-oxopirazol-1- il)benzenossulfonato trissódico,混合物：4-(3-乙氧羰基-4-(5-(3-乙氧羰基-5-羟基-1-(4-磺酸苯基)吡唑-4-基)戊-2,4-二烯亚基)-4,5-二氢-5-氧代吡唑-1-基)苯磺酸钠和4-(3-乙氧羰基-4-(5-(3-乙氧羰基-5-氧代-1-(4-磺酸苯基)吡唑-4-基)戊-2,4-二烯亚基)-4,5-二氢-5-氧代吡唑-1-基)苯磺酸钠,-,402-660-9,
1155,Dicloreto dicloridrato de (metilenobis(4,1- fenilenazo(1-(3-(dimetilamino)propil)-1,2-dihidro- 6-hidroxi-4-metil-2-oxopiridina-5,3-diil)))-1,1'- dipiridínio,(亚甲基双(4,1-亚苯基偶氮(1-(3-(二甲氨基)丙基)-1,2-二氢-6-羟基-4-甲基-2-氧代吡啶-5,3-二基)))-1,1'-二吡啶鎓二氯二盐酸盐,-,401-500-5,
1156,2-[2-hidroxi-3-(2-clorofenil)carbamoíl-1- naftilazo]-7-[2-hidroxi-3-(3-metilfenil)-carbamoil- 1-naftlazo]fluoren-9-ona,2-[2-羟基-3-(2-氯苯基)氨基甲酰基-1-萘基偶氮]-7-[2-羟基-3-(3-甲基苯基)氨基甲酰基-1-萘基偶氮]芴-9-酮,151798-26-4,420-580-2,
1157,Azafenidina,阿扎芬定,68049-83-2,611-140-00-2,
1158,2,4,5-trimetilanilina [1]; cloridrato de 2,4,5- trimetilanilina [2],2,4,5-三甲苯胺[1]；2,4,5-三甲苯胺盐酸盐[2],137-17-7 -,-,
1159,4,4'-tiodianilina e seus sais,4,4'-二氨基二苯硫醚及其盐,139-65-1,205-370-9,
1160,4,4'-oxidianilina (éter p-aminofenílico) e seus sais,4,4'-二氨基二苯醚（对氨基苯基醚）及其盐,101-80-4,202-977-0,
1161,N,N,N',N'-tetrametil-4,4'-metilenodianilina,N,N,N',N'-四甲基-4,4'-亚甲基二苯胺,101-61-1,202-959-2,
1162,6-metoxi-m-toluidina,6-甲氧基间甲苯胺,120-71-8,204-419-1,
1163,3-etil-2-metil-2-(3-metilbutil)-1,3-oxazolidina,3-乙基-2-甲基-2-(3-甲基丁基)-1,3-恶唑烷,143860-04-2,421-150-7,
1164,poli[3,5-bis(3- aminometilfenil)-2,4,6-trioxo-1,3,5- -(1H,3H,5H)-triazin-1-il]-1,3,5-(1H,3H,5H)-triazina- 2,4,6-trona,聚[3,5-双(3-氨甲基苯基)-2,4,6-三氧代-1,3,5-(1H,3H,5H)-三嗪-1-基]-1,3,5-(1H,3H,5H)-三嗪-2,4,6-三酮,-,421-550-1,
1165,2-nitrotolueno,2-硝基甲苯,88-72-2,201-853-3,
1166,Fosfato de tributila,磷酸三丁酯,126-73-8,204-800-2,
1167,Naftaleno,萘,91-20-3,202-049-5,
1168,Nonilfenol [1]; 4-nonilfenol, ramificado [2],壬基酚[1]；4-壬基酚（支链）[2],25154-52-3 -,-,
1169,1,1,2-tricloroetano,1,1,2-三氯乙烷,79-00-5,201-166-9,
1172,Cloreto de alila,烯丙基氯,107-05-1,203-457-6,
1173,1,4-diclorobenzeno,1,4-二氯苯,106-46-7,203-400-5,
1174,Éter bis(2-cloroetílico),双(2-氯乙基)醚,111-44-4,203-870-1,
1175,Fenol,苯酚,108-95-2,203-632-7,
1176,Bisfenol A,双酚A,80-05-7,201-245-8,
1177,Trioximetileno,三聚甲醛,110-88-3,203-812-5,
1178,Propargite,克螨特,2312-35-8,219-006-1,
1179,1-cloro-4-nitrobenzeno,1-氯-4-硝基苯,100-00-5,202-809-6,
1180,Molinato,禾草敌,2212-67-1,218-661-0,
1181,Fenepropimorfe,苯锈啶,67564-91-4,266-719-9,
1183,Isocianato de metila,异氰酸甲酯,624-83-9,210-866-3,
1184,Tetraquis(pentafluorofenil)borato de N,N- dimetilanilínio,N,N-二甲基苯胺四(五氟苯基)硼酸盐,118612-00-3,422-050-6,
1185,o,o'-(etenilmetilsilileno)di[(4-metilpentan-2- ona)oxima],o,o'-(乙烯基甲硅烷基)二[(4-甲基戊-2-酮)肟],-,421-870-1,
1188,Cloridrato de verde de malaquita [1] Oxalato de verde de malaquita [2],孔雀石绿盐酸盐[1]；孔雀石绿草酸盐[2],569-64-2 [1] 18015-76-4 [2],209-322-8 [1] 241-922-5 [2],
1190,5-(3-butiril-2,4,6-trimetilfenil)-2-[1- (etoxiimino)propil]-3-hidroxiciclohex-2-en-1-ona,5-(3-丁酰基-2,4,6-三甲苯基)-2-[1-(乙氧亚氨基)丙基]-3-羟基环己-2-烯-1-酮,138164-12-2,414-790-3,
1191,Trans-4-fenil-L-prolina,反式-4-苯基-L-脯氨酸,96314-26-0,416-020-1,
1192,Heptanoato de bromoxinil,溴苯腈庚酸酯,56634-95-8,260-300-4,
1196,Cloreto de 1-(1-naftilmetil)quinolínio,1-(1-萘甲基)喹啉鎓氯盐,65322-65-8,406-220-7,
1197,(R)-5-bromo-3-(1-metil-2-pirrolidinilmetil)-1H-indol,(R)-5-溴-3-(1-甲基-2-吡咯烷基甲基)-1H-吲哚,143322-57-0,422-390-5,
1198,Pimetrozina,哌虫啶,123312-89-0,613-202-00-4,
1199,Oxadiargil,恶草酮,39807-15-3,254-637-6,
1200,Clortolurão (3-(3-cloro-p-tolil)-1,1-dimetiluréia),氯甲苯隆（3-(3-氯对甲苯基)-1,1-二甲基脲）,15545-48-9,239-592-2,
1201,N-[2-(3-acetil-5-nitrotiofen-2-ilazo)-5- dietilaminofenil]acetamida,N-[2-(3-乙酰基-5-硝基噻吩-2-基偶氮)-5-二乙氨基苯基]乙酰胺,777891-21-1,416-860-9,
1202,1,3-bis(vinilsulfonilacetamido)-propano,1,3-双(乙烯基磺酰乙酰胺基)丙烷,93629-90-4,428-350-3,
1203,p-fenetidina,对乙氧基苯胺,156-43-4,205-855-5,
1204,m-fenilenodiamina e seus sais,间苯二胺及其盐,108-45-2,203-584-7,
1205,Resíduos (alcatrão de carvão) da destilação de óleo de creosoto, se o teor de benzo[a]pireno for maior que 0,005 % (p/p),杂酚油蒸馏煤焦油残渣（苯并[a]芘含量>0.005% p/p）,92061-93-3,295-506-3,
1206,Óleo de creosoto, fração de acenafteno, óleo de lavagem, se o teor de benzo[a]pireno for maior que 0,005 % (p/p),杂酚油（苊馏分，洗涤油，苯并[a]芘含量>0.005% p/p）,90640-84-9,292-605-3,
1207,Óleo de creosoto, se o teor de benzo[a]pireno for maior que 0,005 % (p/p),杂酚油（苯并[a]芘含量>0.005% p/p）,61789-28-4,263-047-8,
1208,Creosoto, se o teor de benzo[a]pireno for maior que 0,005 % (p/p),杂酚油（苯并[a]芘含量>0.005% p/p）,8001-58-9,232-287-5,
1209,Óleo de creosoto, destilado de alto ponto de ebulição, óleo de lavagem, se o teor de benzo[a]pireno for maior que 0,005 %(p/p),杂酚油（高沸点蒸馏馏分，洗涤油，苯并[a]芘含量>0.005% p/p）,70321-79-8,274-565-9,
1210,Resíduos de extração (carvão), óleo de creosoto ácido, resíduo de extração do óleo de lavagem, se o teor de benzo[a]pireno for maior que 0,005 % (p/p),煤提取物残渣（酸性杂酚油，洗涤油提取物残渣，苯并[a]芘含量>0.005% p/p）,122384-77-4,310-189-4,
1211,Óleo de creosoto, destilado de baixo ponto de ebulição, óleo de lavagem, se o teor de benzo[a]pireno for maior que 0,005 % (p/p),杂酚油（低沸点蒸馏馏分，洗涤油，苯并[a]芘含量>0.005% p/p）,70321-80-1,274-566-4,
1213,2,3-naftalenodiol, quando usado como substância que entra na composição de corantes capilares,2,3-萘二醇（用作染发剂成分时）,92-44-4,202-156-7,
1230,2-aminometil-p-aminofenol e seu sal HCl, quando usado como substância que entra na composição de corantes capilares,2-氨甲基对氨基苯酚及其盐酸盐（用作染发剂成分时）,79352-72-0,-,
1234,PEG-3,2',2'-di-p-fenilenodiamina,PEG-3,2',2'-二对苯二胺,144644-13-3,-,
1235,6-nitro-o-toluidina,6-硝基邻甲苯胺,570-24-1,209-329-6,
1236,HC amarelo nº 11,HC黄11号,73388-54-2,-,
1237,HC laranja nº 3,HC橙3号,81612-54-6,-,
1238,HC verde nº 1,HC绿1号,52136-25-1,257-687-7,
1239,HC vermelho nº 8 e seus sais,HC红8号及其盐,13556-29-1,-,
1240,Tetrahidro-6-nitroquinoxalina e seus sais,四氢-6-硝基喹喔啉及其盐,158006-54-3,-,
1241,Vermelho disperso 15, exceto como impureza no Violeta disperso 1,分散红15（分散紫1中的杂质除外）,116-85-8,204-163-0,
1242,4-amino-3-fluorofenol,4-氨基-3-氟苯酚,399-95-1,402-230-0,
1243,N,N'-dihexadecil-N,N'-bis(2- hidroxietil)propanodiamida bishidroxietil biscetil malonamida,N,N'-二(十六烷基)-N,N'-双(2-羟乙基)丙二酰胺（双羟乙基双十六烷基丙二酰胺）,149591-38-8,422-560-9,
1244,1-metil-2,4,5-trihidroxibenzeno e seus sais, quando usado como substância que entra na composição de corantes capilares,1-甲基-2,4,5-三羟基苯及其盐（用作染发剂成分时）,1124-09-0,214-390-7,
1245,2,6-dihidroxi-4-metilpiridina e seus sais, quando usado como substância que entra na composição de corantes capilares,2,6-二羟基-4-甲基吡啶及其盐（用作染发剂成分时）,4664-16-8,225-108-7,
1246,5-hidroxi-1,4-benzodioxano e seus sais, quando usado como substância que entra na composição de corantes capilares,5-羟基-1,4-苯并二氧杂环及其盐（用作染发剂成分时）,10288-36-5,233-639-0,
1247,3,4-metilenodioxifenol e seus sais, quando usado como substância que entra na composição de corantes capilares,3,4-亚甲二氧基苯酚及其盐（用作染发剂成分时）,533-31-3,208-561-5,
1248,3,4-metilenodioxianilina e seus sais, quando usado como substância que entra na composição de corantes capilares,3,4-亚甲二氧基苯胺及其盐（用作染发剂成分时）,14268-66-7,238-161-6,
1249,Hidroxipiridinona e seus sais, quando usado como substância que entra na composição de corantes capilares,羟基吡啶酮及其盐（用作染发剂成分时）,822-89-9,212-506-0,
1250,3-nitro-4-aminofenoxietanol e seus sais, quando usado como substância que entra na composição de corantes capilares,3-硝基-4-氨基苯氧基乙醇及其盐（用作染发剂成分时）,50982-74-6,-,
1251,2-metoxi-4-nitrofenol e seus sais, quando usado como substância que entra na composição de corantes capilares,2-甲氧基-4-硝基苯酚及其盐（用作染发剂成分时）,3251-56-7,221-839-0,
1252,CI Preto ácido 131 e seus sais, quando usado como substância que entra na composição de corantes capilares,酸性黑131及其盐（用作染发剂成分时）,12219-01-1,-,
1253,1,3,5-trihidroxibenzeno e seus sais, quando usado como substância que entra na composição de corantes capilares,1,3,5-三羟基苯及其盐（用作染发剂成分时）,108-73-6,203-611-2,
1254,1,2,4-triacetato de benzeno e seus sais, quando usado como substância que entra na composição de corantes capilares,1,2,4-苯三乙酸酯及其盐（用作染发剂成分时）,613-03-6,210-327-2,
1255,2,2'-iminobisetanol, produto da reação com epicloridrina e 2-nitro-1,4-benzenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares,2,2'-亚氨基双乙醇与环氧氯丙烷和2-硝基-1,4-苯二胺的反应产物及其盐（用作染发剂的成分）,68478-64-8,-,
1256,N-metil-1,4-diaminoantraquinona, produtos da reação com epicloridrina e monoetanolamina (HC azul n.º 4) e seus sais, quando usado como substância que entra na composição de corantes capilares,N-甲基-1,4-二氨基蒽醌与环氧氯丙烷和单乙醇胺的反应产物（HC蓝4号）及其盐（用作染发剂成分时）,158571-57-4,-,
1258,Ácido 3,3'-(sulfonilbis(2-nitro-4,1- fenileno)imino)bis(6-(fenilamino)) benzenossulfônico e seus sais, quando usado como substância que entra na composição de corantes capilares,3,3'-(磺酰基双(2-硝基-4,1-亚苯基)亚氨基)双(6-(苯氨基))苯磺酸及其盐（用作染发剂成分时）,6373-79-1,228-922-0,
1259,3(ou 5)-((4-(benzilmetilamino)fenil)azo)-1,2- (ou1,4)-dimetil-1H-1,2,4-triazólio e seus sais, quando usado como substância que entra na composição de corantes capilares,3(或5)-((4-(苄基甲氨基)苯基)偶氮)-1,2-(或1,4)-二甲基-1H-1,2,4-三唑鎓及其盐（用作染发剂成分时）,89959-98-8,-,
1260,2,2'-((3-cloro-4-((2,6-dicloro-4- nitrofenil)azo)fenil)imino)bisetanol (marrom disperso 1) e seus sais, quando usado como substância que entra na composição de corantes capilares,2,2'-((3-氯-4-((2,6-二氯-4-硝基苯基)偶氮)苯基)亚氨基)双乙醇（分散棕1）及其盐（用作染发剂成分时）,23355-64-8,245-604-7,
1261,2-[[4-[etil(2-hidroxietil)amino]fenil]azo]-6-metoxi- 3-metilbenzotiazólio, e seus sais, quando usado como substância que entra na composição de corantes capilares,2-[[4-[乙基(2-羟乙基)氨基]苯基]偶氮]-6-甲氧基-3-甲基苯并噻唑鎓及其盐（用作染发剂成分时）,12270-13-2,235-546-0,
1262,2-[(4-cloro-2-nitrofenil)azo]-N-(2-metoxifenil)-3- oxobutanamida(pigmento amarelo 73) e seus sais, quando usado como substância que entra na composição de corantes capilares,2-[(4-氯-2-硝基苯基)偶氮]-N-(2-甲氧基苯基)-3-氧代丁酰胺（颜料黄73）及其盐（用作染发剂成分时）,13515-40-7,236-852-7,
1263,2,2'-[(3,3'-dicloro[1,1'-bifenil]-4,4'- diil)bis(azo)]bis[3-oxo-N-fenilbutanamida] (pigmento amarelo 12) e seus sais, quando usado como substância que entra na composição de corantes capilares,2,2'-[(3,3'-二氯[1,1'-联苯]-4,4'-二基)双(偶氮)]双[3-氧代-N-苯基丁酰胺]（颜料黄12）及其盐（用作染发剂成分时）,6358-85-6,228-787-8,
1264,Ácido 2,2'-(1,2-etenodiil)bis[5-(4- etoxifenil)azo]benzenossulfônico e seus sais, quando usado como substância que entra na composição de corantes capilares,2,2'-(1,2-亚乙烯基)双[5-(4-乙氧基苯基)偶氮]苯磺酸及其盐（用作染发剂成分时）,2870-32-8,220-698-2,
1265,2,3-dihidro-2,2-dimetil-6-[(4-(fenilazo)-1- naftalenil)azo]-1H-pirimidina (Solvente Preto 3) e seus sais, quando usado como substância que entra na composição de corantes capilares,2,3-二氢-2,2-二甲基-6-[(4-(苯基偶氮)-1-萘基)偶氮]-1H-嘧啶（溶剂黑3）及其盐（用作染发剂成分时）,4197-25-5,224-087-1,
1267,Ácido 7-(benzoilamino)-4-hidroxi-3-[[4-[(4- sulfofenil)azo]fenil]azo]-2-naftalenossulfônico e seus sais, quando usado como substância que entra na composição de corantes capilares,7-(苯甲酰氨基)-4-羟基-3-[[4-[(4-磺酸苯基)偶氮]苯基]偶氮]-2-萘磺酸及其盐（用作染发剂成分时）,2610-11-9,220-028-9,
1268,(m-((7,7'-iminobis(4-hidroxi-3-((2-hidroxi-5-(N- metilsulfamoil)fenil)azo)naftaleno-2-sulfonato))(6- )))dicuprato(2-) e seus sais, quando usado como substância que entra na composição de corantes capilares,(m-((7,7'-亚氨基双(4-羟基-3-((2-羟基-5-(N-甲磺酰基)苯基)偶氮)萘-2-磺酸盐))(6-)))二铜(2-)及其盐（用作染发剂成分时）,37279-54-2,253-441-8,
1269,Ácido 3-[(4-(acetilamino)fenil)azo]-4-hidroxi-7- [[[[5-hidroxi-6-(fenilazo)-7-sulfo-2- naftalenil]amino]carbonil]amino]-2- naftalenossulfônico e seus sais, quando usado como substância que entra na composição de corantes capilares,3-[(4-(乙酰氨基)苯基)偶氮]-4-羟基-7-[[[[5-羟基-6-(苯基偶氮)-7-磺酸-2-萘基]氨基]羰基]氨基]-2-萘磺酸及其盐（用作染发剂成分时）,3441-14-3,222-348-4,
1271,N-(4-[bis[4-(dietilamino)fenil]metileno]-2,5- ciclohexadien-1-ilideno)-N-etiletanamínio e seus sais, quando usado como substância que entra na composição de corantes capilares,N-(4-[双[4-(二乙氨基)苯基]亚甲基]-2,5-环己二烯-1-亚基)-N-乙基乙铵及其盐（用作染发剂成分时）,2390-59-2,219-231-5,
1272,2-[[(4-metoxifenil)metil-hidrazono]metil]-1,3,3- trimetil-3H-indólio e seus sais, quando usado como substância que entra na composição de corantes capilares,2-[[(4-甲氧基苯基)甲基-亚肼基]甲基]-1,3,3-三甲基-3H-吲哚鎓及其盐（用作染发剂成分时）,54060-92-3,258-946-7,
1273,2-(2-((2,4-dimetoxifenil)amino)etenil)-1,3,3- trimetil-3H-indólio e seus sais, quando usado como substância que entra na composição de corantes capilares,2-(2-((2,4-二甲氧基苯基)氨基)乙烯基)-1,3,3-三甲基-3H-吲哚鎓及其盐（用作染发剂成分时）,4208-80-4,224-132-5,
1274,Nigrosina solúvel em álcool, quando usado como substância que entra na composição de corantes capilares,醇溶性苯胺黑（用作染发剂成分时）,11099-03-9,-,
1275,3,7-bis(dietilamino)-fenoxazín-5-io e seus sais, quando usado como substância que entra na composição de corantes capilares,3,7-双(二乙氨基)吩恶嗪-5-鎓及其盐（用作染发剂成分时）,47367-75-9,-,
1277,6-amino-2-(2,4-dimetilfenil)-1H- benzo[de]isoquinolina-1,3(2H)-diona (solvente amarelo 44) e seus sais, quando usado como substância que entra na composição de corantes capilares,6-氨基-2-(2,4-二甲基苯基)-1H-苯并[de]异喹啉-1,3(2H)-二酮（溶剂黄44）及其盐（用作染发剂成分时）,2478-20-8,219-607-9,
1278,1-amino-4-[[4- [(dimetilamino)metil]fenil]amino]antraquinona e seus sais, quando usado como substância que entra na composição de corantes capilares,1-氨基-4-[[4-[(二甲氨基)甲基]苯基]氨基]蒽醌及其盐（用作染发剂成分时）,67905-56-0,-,
1279,Ácido lacaico (CI vermelho natural 25) e seus sais, quando usado como substância que entra na composição de corantes capilares,虫胶酸（CI天然红25）及其盐（用作染发剂成分时）,60687-93-6,-,
1282,4-nitro-m-fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares,4-硝基间苯二胺及其盐（用作染发剂成分时）,5131-58-8,225-876-3,
1283,1-amino-4-(metilamino)-9, 10-antraquinona (Violeta disperso 4) e seus sais, quando usado em substância que entra na composição de corantes capilares,1-氨基-4-(甲氨基)-9,10-蒽醌（分散紫4）及其盐（用作染发剂成分时）,1220-94-6,214-944-8,
1284,N-metil-3-nitro-p-fenilenodiamina e seus sais, quando usado em substância que entra na composição de corantes capilares,N-甲基-3-硝基对苯二胺及其盐（用作染发剂成分时）,2973-21-9,221-014-5,
1285,N1-(2-hidroxietil)-4-nitro-o-fenilenodiamina (HC Yellow n° 5) e seus sais, quando usado como substância que entra na composição de corantes capilares, em concentrações maiores que 1,6%.N1-(2-羟乙基)-4-硝基邻苯二胺（HC黄5号）及其盐（用作染发剂成分时，浓度>1.6%）,56932-44-6,260-450-0,
1286,N1-(tris(hidroximetil)) metil-4-nitro-1, 2- -N1-(三(羟甲基))甲基-4-硝基-1,2- -,-,-,
1287,2-nitro-N-hidroxietil-p-anisidina e seus sais, quando usado como substância que entra na composição de corantes capilares,2-硝基-N-羟乙基对茴香胺及其盐（用作染发剂成分时）,57524-53-5,-,
1288,N,N'-dimetil-N-hidroxietil-3-nitro-p- fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares,N,N'-二甲基-N-羟乙基-3-硝基对苯二胺及其盐（用作染发剂成分时）,10228-03-2,233-549-1,
1289,3-(N-metil-N-(4-metilamino-3-nitrofenil) amino) propano-1,2-diol e seus sais, quando usado como substância que entra na composição de corantes capilares,3-(N-甲基-N-(4-甲基氨基-3-硝基苯基)氨基)丙烷-1,2-二醇及其盐（用作染发剂成分时）,93633-79-5,403-440-5,
1290,Ácido 4-etilamino-3-nitrobenzóico e seus sais, quando usado como substância que entra na composição de corantes capilares,4-乙基氨基-3-硝基苯甲酸及其盐（用作染发剂成分时）,2788-74-1,412-090-2,
1291,(8-[(4-amino-2-nitrofenil)azo]-7-hidroxi-2- naftil)trimetilamônio e seus sais,  (exceto o vermelho básico 118 como impureza no marrom básico 17), quando usado como substância que entra na composição de corantes capilares,(8-[(4-氨基-2-硝基苯基)偶氮]-7-羟基-2-萘基)三甲基铵及其盐（碱性红118作为碱性棕17中的杂质除外，用作染发剂成分时）,71134-97-9,275-216-3,
